timestamps,STATE,CAN2.gnss_pos.Latitude,CAN2.gnss_pos.Longitude,x_coord,y_coord,CAN1.TSC1.EngnRqstdTrqTrqLmt,CAN1.IC1.EngineIntakeManifold1Pressure,CAN1.EEC1.EngineSpeed,CAN1.IC1.EngnIntkMnfld1Tmprtr,CAN1.FD1.FanSpeed,CAN1.VEP1.BatteryPotentialPowerInput1,CAN2.TSC1.EngnRqstdTrqTrqLmt_3,CAN1.EEC3.EnginesDesiredOperatingSpeed,CAN2.TSC1.EngnRqstdTrqTrqLmt_0,CAN1.EEC3.Aftrtrtmnt1ExhstGsMssFlwRt,CAN1.EFLP1.EngineOilPressure1,CAN1.VEP1.KeySwitchBatteryPotential,CAN1.IC1.EngineIntakeAirPressure,CAN1.EEC1.EngineDemandPercentTorque,CAN1.EEC1.ActualEnginePercentTorque,CAN1.EEC2.EnginePercentLoadAtCurrentSpeed,CAN1.EEC3.NominalFrictionPercentTorque,CAN1.EEC1.AtlEngnPrntTrqFrtnl,CAN1.LFE1.EngineInstantaneousFuelEconomy,CAN1.CCVS1.WheelBasedVehicleSpeed,CAN2.gnss_speed.Speed,CAN1.EEC2.AtlMxmmAvllEngnPrntTrq,CAN1.A1SCRDSI1.Atttt1DsExstFdAtDsQtt,CAN1.LFE1.EngineFuelRate,CAN1.FD1.EngineFan1EstimatedPercentSpeed,CAN2.gnss_attitude.Heading,class_label,anomaly_label
2023-10-23 06:51:32,I,45.350956,11.95141,3985687.825068257,13887961.37533652,39.63450162,49.49789040327129,0.0,61.39681108,0.0,12.92777696,59.0,1000.0,-68.0,0.0,96.31744682,12.92777696,11.250937567929762,7.35993037170012,0.0,0,6.0,0.0,125.4980469,0.0,0.005116888,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:33,I,45.350956,11.95141,3985687.825068257,13887961.37533652,39.62513845,62.253949991785994,0.0,61.39792334,0.0,12.92785482,59.0,1000.0,-68.0,0.0,96.31833663,12.92785482,73.93599680912904,5.891593693587892,0.0,0,6.0,0.0,125.4980469,0.0,0.007705897,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:34,I,45.350956,11.95141,3985687.825068257,13887961.37533652,39.61577528,50.99713198441815,0.0,61.39903561,0.0,12.92793268,59.0,1000.0,-68.0,0.0,96.31922644,12.92793268,20.452401275326185,1.300485515471852,0.0,0,6.0,0.0,125.4980469,0.0,0.006081546,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:35,I,45.350956,11.9514097,3985687.847123293,13887961.359602189,39.60641212,42.31865027363206,0.0,61.40014787,0.0,12.92801053,59.0,1000.0,-68.0,0.0,96.32011625,12.92801053,5.71278628022522,8.860052915205145,0.0,0,6.0,0.0,125.4980469,0.0,0.004298073,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:36,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.59704895,75.48293744553912,0.0,61.40126013,0.0,12.92808839,59.0,1000.0,-68.0,0.0,96.32100606,12.92808839,90.77915320277343,8.857186037111017,0.0,0,6.0,0.0,125.4980469,0.0,0.004462611,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:37,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.58768578,14.411900778426638,0.0,61.40237239,0.0,12.92816625,59.0,1000.0,-68.0,0.0,96.32189587,12.92816625,19.614430742453514,0.07786077936214553,0.0,0,6.0,0.0,125.4980469,0.0,0.002434518,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:38,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.57832261,35.44713361851933,0.0,61.40348466,0.0,12.92824411,59.0,1000.0,-68.0,0.0,96.32278568,12.92824411,5.751639495811279,4.916647597695498,0.0,0,6.0,0.0,125.4980469,0.0,0.001,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:39,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.56895945,61.73703202559321,0.0,61.40459692,0.0,12.92832197,59.0,1000.0,-68.0,0.0,96.32367549,12.92832197,94.57120005394096,1.339405785062302,0.0,0,6.0,0.0,125.4980469,0.0,0.003917085,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:40,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.55959628,40.69819415912859,0.0,61.40570918,0.0,12.92839983,59.0,1000.0,-68.0,0.0,96.3245653,12.92839983,41.33077972454236,0.7374259959329255,0.0,0,6.0,0.0,125.4980469,0.0,0.011,0.0,0.0,0.0,0.0,279.2,I,1
2023-10-23 06:51:41,I,45.350956,11.951409,3985687.8985850434,13887961.32288875,39.55023311,36.48499909624298,0.0,61.40682145,0.0,12.92847768,59.0,1000.0,-68.0,0.0,96.32545511,12.92847768,33.69756866820395,2.7338706897708684,0.0,0,6.0,0.0,125.4980469,0.0,0.009468207,0.0,0.0,0.0,0.0,279.2,I,1
